Title,Company,Location,Employment Type,Seniority Level,Industry,Job Functions,Description
Data Engineer (Remote),KAR Global,"Toronto, ON",Full-time,Mid-Senior level,Information Services Computer Software,Information Technology,"Location - Remote, North America

About Our Team:
KAR Data Services is looking to expand our enterprise data delivery team as we continue to grow our data platform in support of a mission of digital transformation in automotive wholesale markets. The data engineering team is responsible for the ingestion and persistence of data supporting an array of data products supporting KAR Global’s automotive wholesale business.
 KAR Data Services has a polyglot data model using many cutting-edge data platforms including AWS Redshift for Data Warehouse, Elastic Search for location-based searching, and Postgres for transactional data and product delivery. Our delivery framework is comprised of Python/Docker on ECS, Spark on EMR, and Jenkins for CI/CD and a roadmap focused on strategic data integrations and products and expansion of platform capabilities including Snowflake and Informatica.
 About Our Candidate:
 This candidate should be a self-starter who is interested in learning new systems/environments and passionate about developing quality supportable data service solutions for internal and external customers. We highly value natural curiosity about data and technology that drives results through quality, repeatable, and long-term sustainable database and code development. The candidate should be highly dynamic and excited by opportunities to learn many different products and data domains and how they drive business outcomes and value for our customers.
 What You Will Be Doing:
Members of the data engineering team participate daily in ceremonies of Agile sprint to help design, plan, build, test, develop, and support KAR Data Services’s data products and platforms consisting of Pythion ETL pipelines and Postgres, Redshift, Dynamo DB, and Elastic search, and Snowflake databases. Our team works in a shared services delivery model supporting seven lines of business including front-end customer-facing products, B2B portals, mobile applications, business analytics, and data science initiatives.
Responsibilities include:
Work with product, data science, analytics, and engineering teams to learn project data needs and define project scope.
Design and planning of data services solutions on the enterprise data Platform.
Building and delivery of Python/Docker feed framework data pipeline jobs and services.
Contribute to the Data Engineering team delivery framework including building of re-usable code, implementing industry best practices, and maintain a common delivery framework.
Monitoring, maintenance, documentation, and incident resolution of scheduled production data jobs supporting internal and external customers data needs.

What You Need to Be Successful:
5+ years experience Postgres SQL development including functions, stored procedures, and indexing or equivalent (required).
Experience in production data management in high availability product delivery ODS / RDBMS or equivalent (required).
Experience planning and designing maintainable data schemas (required).
Experience with Python, Docker, and data warehouse environments (preferred).
Experience using Github / Jenkins (CI/CD) / Artifactory / PyPy or comparable delivery stacks (preferred).
Experience with Postgres, Elastic Search, AWS EMR, and AWS ECS (preferred).
Experience with AWS Redshift, MPP, or Dynamo DB (preferred).
Experience with Kinesis/Kafka (preferred).
Experience working with large enterprise data lakes / Snowflake (preferred).

KAR Global is an equal opportunity employer committed to diversity. KAR Global is committed to providing employment in accordance with the Ontario Human Rights Code and the Accessibility for Ontarians with Disabilities Act. Any assessment and selection materials or processes used during the recruitment process will be available in an accessible format to applicants with disabilities, upon request. If contacted for an interview, please advise Human Resources if you require disability-related accommodation."
"HR DATA ANALYST- Dubai, UAE",Cobblestone Energy,"Vancouver, BC",Full-time,Associate,Computer Software Staffing & Recruiting Financial Services,Human Resources,"Are you passionate about finding and placing top talent and you know how to reach and engage candidates on a human level?

We are Cobblestone trading, part of the next generation of companies defining the future of global commodity trading. We are looking for curious and innovative HR Data Analysts who will help us build our foundations and aim for the moon. They will live by the mantra ""Hire the stars, keep the most effective, grow them to be the best"".

About Us

Cobblestone Energy is an independent trading firm founded in London in 2017. Although we have experienced very strong growth so far, we are still near the start of our journey. We have ambitions to go a lot further.

Energy in one form or another is fundamental to almost all the world's economic activities. By understanding the demand, supply, and logistics of these commodities, we can better understand the world.

We specialize in the proprietary trading of the short-term wholesale electricity markets across Europe. We make use of advanced data analytics and extensive research to drive profitable decision making, trading enough electricity every day to power a small country and growing every day. Technology and risk management form the backbone of our business.

Over the years we have grown organically. As part of our journey to be the best in all markets we enter, we would like to welcome a Data Analyst into our HR (Human Resources) team. For this role we are looking for someone who has a passion for numbers and ability to use data to make decisions. HR experience is not mandatory however an interest in HR is important.

Cobblestone Values
Lifelong learning with continuous reflection
Independent thinking through a meritocracy of ideas
The team is more important than the individual.
Being the best in any market we enter
Hiring and keeping only the most effective people
Others must benefit from our existence.


Job Description

As a HR Data analyst, you will be responsible for executing our strategy for talent acquisition and continuously enhancing our selection process using data and candidate insights. Hiring is a key aspect of our operations and people play the greatest role in our advancement and success. We are looking for an ambitious and highly efficient resources that can deliver results. A professional that can match our hiring process with the best candidates across the world to ensure that we have the most talented individuals for our team.

What We Offer In This Role
A full-time position on our HR team
Opportunity to work closely with the management team.
Committed and remarkably talented colleagues.
Great compensation and rewards
An exciting, challenging and fulfilling career.
An opportunity to work on new things from scratch and make independent decisions.


Responsibilities
Gather, interpret, and visualise complex data to develop actionable steps that improve HR processes, optimise results, and enable data-driven decision-making.
Prepare dashboards by analysing and presenting core HR data including headcount statistics, turnover metrics, recruitment metrics and workforce KPIs to identify significant trends or key issues.
Support in developing and implementing talent acquisition strategies and hiring plans.
Conduct in depth analysis on the selection process and use the insights to make improvements to the process.
Identify and partner with recruitment agencies and job sites.
Build strategic tie ups with reputed colleges for campus placement.
Manage job postings on social media.
Meet agreed Service Level Agreements (SLAs) for hiring.
Lead employment branding initiatives.
Take steps to ensure a positive candidate experience.
Manage other HR activities as required.


Requirements
Strong numerical and research skills.
Passion for data analysis.
Proficient in the use of social media and job boards.
Willingness to understand the duties and competencies of different roles.
Excellent communicator.
Strong EQ skills.
Good Organization and reporting skills.
A passion for building talented teams.
Resilience and a determination to succeed.
Independent thinkers with growth mindset.
Must be passionate, self-motivated, and able to learn quickly.
Strong sense of integrity.
Personal values that match our company values.

Desirable Qualities
1-2 years of experience in recruiting and talent acquisition.
Experience in full cycle recruiting and sourcing.
A passion for developing employer branding.
Proficient in the use of social media.
Experience in data processing, excel, SQL, databases.
Working knowledge of Applicant Tracking Systems (ATS) and databases

Job Location:

The role will be based in our Corporate office in Dubai.

Office Location:

Jumeirah Business Centre 2, Cluster V, Jumeirah Lake Towers, Dubai, United Arab Emirates"
Data Scientist,SS&C Technologies,"Toronto, ON",Full-time,Entry level,Information Technology & Services Computer Software Financial Services,Engineering Information Technology,"SS&C is a global provider of investment and financial services and software for the financial services and healthcare industries. Named to Fortune 1000 list as top U.S. company based on revenue, SS&C is headquartered in Windsor, Connecticut and has 20,000+ employees in over 90 offices in 35 countries. Some 18,000 financial services and healthcare organizations, from the world's largest institutions to local firms, manage and account for their investments using SS&C's products and services.

Job Description

SS&C is a global provider of investment and financial services and software for the financial services and healthcare industries. Named to Fortune 1000 list as top U.S. company based on revenue, SS&C is headquartered in Windsor, Connecticut and has 20,000+ employees in over 90 offices in 35 countries. Some 18,000 financial services and healthcare organizations, from the world's largest institutions to local firms, manage and account for their investments using SS&C's products and services.

Description

S&C Advent, a leading provider of award-winning software and services for the global investment management industry, is seeking for a Data Scientist.The ideal candidate would have the following qualifications:
2-3 years’ experience as a data analyst, data scientist, or related role.
Experience with Python and R is required.
Prior development experience with Salesforce, Cognos, and Oracle Financial is a plus.
Experience in the FinTech and cloud space is a plus.
Familiarity with data engineering techniques (gather, prepare, cleanse, and transform data) for analysis.
Strong collaboration and team working skills.
Strong obsession to put clients at the center of everything SS&C Advent does.
The Job Responsibilities Are As Follows
Learn about and become a subject matter expert on our operational data, data models, and applications.
Work collaboratively with our outsourcing service teams to define data strategy, identify critical data elements, and create data governance on those critical data elements.
Work with various stakeholders across the organization on our data collections practices to ensure we collect and analyze the right data.
Establish an effective closed feedback loop by aggregating and automating the data analysis process.
Formulate hypotheses and run experiments using our datasets.
Derive actionable insights by leveraging our datasets, programming languages, and AI tools.
Identify areas that can drive better customer experience.
SS&C Advent is an equal opportunity employer, committed to a diverse workforce. Unless explicitly requested or approached by SS&C Technologies, Inc. or any of its affiliated companies, the company will not accept unsolicited resumes from headhunters, recruitment agencies, or fee-based recruitment services. SS&C offers excellent benefits including health, dental, 401k plan, tuition and professional development reimbursement plan. SS&C is an Equal Employment Opportunity employer and does not discriminate against any applicant for employment or employee on the basis of race, color, religious creed, gender, age, marital status, sexual orientation, national origin, disability, veteran status or any other classification protected by applicable discrimination laws.

Unless explicitly requested or approached by SS&C Technologies, Inc. or any of its affiliated companies, the company will not accept unsolicited resumes from headhunters, recruitment agencies, or fee-based recruitment services. SS&C offers excellent benefits including health, dental, 401k plan, tuition and professional development reimbursement plan. SS&C Technologies is an Equal Employment Opportunity employer and does not discriminate against any applicant for employment or employee on the basis of race, color, religious creed, gender, age, marital status, sexual orientation, national origin, disability, veteran status or any other classification protected by applicable discrimination laws.
"
Senior Data System Analyst - Big Data,CN,"Edmonton, AB",Full-time,Associate,Information Technology & Services Computer Software Financial Services,Information Technology,"At CN, we work together to move our company—and North America—forward. Be part of our Information & Technology (I&T) team, a critical piece of the engine that keeps us in motion. From enterprise architecture to operational technology, our teams use the agile methodology to automate and digitize our railroad ensuring our operations run optimally and safely and our employees can focus on value-added tasks. You will be able to develop your skills and career in our close-knit, safety-focused culture working together as ONE TEAM. The careers we offer are meaningful because the work we do matters. Join us!

Job Summary

The role of the data designer is to work with leading-edge technologies such as sensors and control electronics, sophisticated planning and decision support systems, big data infrastructures, advanced analytics, deep learning. This role is responsible for delivering of data services in support data goverance, engineering and machine learning practices. The role requires a deep understanding of the data analysis techniques and data model design. The data designer brings technical expertise to ensure the quality and accuracy of that data, then process, design and present it in ways to help people, businesses, and organizations make better decisions. The role ensures data integrity and normalization, and provides designs to support the development of data pipelines. The roles requires an individual that is able to develop a specification to support the data pipelines for both batch and real time data streaming.

Main Responsibilities

Definition & Delivery of data assets
Design, develop data assets to be consumable from a data lake, and data warehouse, to support operational reporting, data science and self serve analytics
Data design must be ensure the integrity of all data accuracy
Participate in (and eventually proposing) simplification initiatives to allow for more effective data management to change the conversation from tactical to strategic which is insight and action orientated focused
Obtains the requirements from the business using user stories, for the data pipelines design that will enable faster, better, data-informed decision-making within the business
Leads innovation through exploration, benchmarking, making recommendations, and implementing data technologies and data design models
Analyzing proposed application/system changes and making recommendations for approval
Identify sources systems, develops knowledge of business context, becomes SME of data source, works with data engineers/scientists to provide expertize on the data sources being analyzed
Performs ad-hoc analyses of data stored in the business’s databases/data warehouse and writes SQL scripts, to analyze data
Troubleshoots data issues within the business and across the business and presents solutions to these issues
Must be able to test and apply test processes for data management practice.
Illustrate and Support a Variety of Optimized Analytics Delivery Capabilities

Working Conditions
This role may require occasional business travel in accordance with CN policy for meetings
Requirements

General Experience
Minimum 7-10 years overall work experience
Between 5 and 7 years of experience in support the development of data warehouse, and data lakes
Must have experience in building data models, for data warehouse and data lake storage
Ideal if the person has design experience in supporting real time streaming, modeling for non sql database
Has developed requirements into user stories, worked with developers for grooming the requirements
Has provided conceptual, logical and physical data models
Has capture business transformation rules
Must be able to do data wrangling, cleans the data, develop insights from data assets\
Expert ability to identify data requirements, gaps and assess end-to-end data requirements
Excellent Communication skills to build alliances and gain consensus with key stakeholders to promote Test Data Management best practices
Education/Certification/Designation
Bachelor’s degree specializing in Mathematics and Statistics / Computer Science / Business Analytics / or other quantitative field, related degree or equivalent experience
Technical Skills/Knowledge
Has worked in a Data Warehouse or Data lake organization
Experience in Data Design, Data Analytics or Data Science
Exposure to Data modeling experience, and data architecture best practices
Experience with relational database modeling techniques
Experience with dimensional modeling techniquesExperience with coding, using Data Bricks, spark streaming, Python, Data Factory, SnowFlake
Expert in SQL development further providing support to the database design, data flow and analysis activities
Advising staff and users on database design practices
Nice to have experience with unstructured data, withe background with using data from of social media, video feeds or audio.
Excellent verbal and written communication skills and the ability to interact professionally with a diverse group
Experience in doing design for real time data streaming and loading
Data profiling, data extraction and breaking down data to a domain driven model
Strong test strategies, using advance SQL skills to support the performance tuning of the extraction process,
Ability to create strategies for loading, purging and retaining data
Assets
Tools used ideally Kafka, spark, mulesoft, postgress, graphql, Snowflake, Databricks and spark
Experience working across both business and technology (5+ yrs.)
Written presentation experience; presenting insights in plain language and images (5+ yrs.)
Experience in understanding complex businesses questions and framing the right analytical question to solve a business problem (5+ yrs.)
Excellent verbal and written communication skills and the ability to interact professionally with a diverse group
The ability to learn quickly, problem solve/troubleshoot, work independently and in a team
Exposure to principles of change management, and scrum agile
Experience in leading and participating in business workshops
Ability to promote business intelligence, analytics, and reporting vision
Exposure to delivering commercially beneficial insights and analytics strategies
Exposure to hands-on support to orientate analytics around delivering value back to the business
Willingness to work on multiple projects at one time
Exposure to building analytical and quantitative analysis models (5+ yrs.)
About CN

As a leading North American transportation and logistics company, CN is a true backbone of the economy. With a team of approximately 25,000 railroaders, our focus is on moving both our company and the economy forward. We transport US$200 billion worth of goods annually for a wide range of business sectors from resource to manufactured products to consumer goods, across a 20,000-mile network spanning Canada and mid-America. CN is the only Canadian company listed in the Transportation and Transportation Infrastructure sector of the Dow Jones Sustainability World Index (DJSI). Launched in 1999, the DJSI World represents the gold standard for corporate sustainability. At CN, we work as ONE TEAM, focused on safety, sustainability and our customers, providing operational and supply chain excellence to deliver results.

For internal candidates, note that the grade level of the position will depend on the employee's experience.

CN is an employment equity employer and we encourage all qualified candidates to apply. We thank all applicants for their interest, however, only candidates under consideration will be contacted. Please monitor your email on a regular basis, as communication is primarily made through email."
Data Engineer,HelloFresh,,Full-time,Entry level,Marketing & Advertising Information Technology & Services Computer Software,Information Technology,"About HelloFresh

At HelloFresh, we want to change the way people eat. Over the past 8 years we've seen this mission spread around the world and beyond our wildest dreams. Now, we are the leading global company in the meal kit delivery market.

So, how did we do it? Our weekly boxes full of exciting recipes and fresh ingredients have blossomed into a community of encouraged and empowered home cooks that expands across the globe. We are one of the fastest growing meal kit businesses and are active in 12 different countries across 3 continents. In Canada, our growth trajectory and expansion has been phenomenal. We have launched facilities across the country and have recently added Chefs Plate to our team!

We are proud of our collaborative culture. Our diverse FreshFam enables us to connect with our customers and turn their feedback into meaningful action - from developing new recipes to constantly improving our process of getting dinner to our customers’ homes. Our culture attracts top talent with shared values and forms the foundation for a great place to work!

If you would like to join a dynamic and highly motivated team and work in a high-growth industry where you can have an impact and make a difference every single day, then join us!

About The Role

We are growing our Data team to take our data modeling and automation to the next level. Our Data team supports HelloFresh Canada in delivering best-in-class data products to grow our business. We are hiring a Data Engineer to focus on designing scalable and automated data flows, using a variety of big data tools and platforms (Spark, Airflow, Databricks, etc.), and build our infrastructure and automation capabilities.

You Will
Build data tools and services to support data scientists, business analysts, and data analysts across the organization
Design and automate end-to-end data products and automation flows: from data ingestion for data science / analytical models, to business management applications (e.g. purchase order tracking and receiving)
Data Transformations: Maintain and update logic for data pipelines (aggregations, selections, etc.)
Data cleaning / enrichment: identifying and managing data issues to ensure data is clean and accessible (eg. bug fixes, backfills)
Help design our data model for critical tools (materialized views, joins, etc.)
Implement data product performance and issue monitoring tools
Advocate for data quality, data governance and data product thinking


You Have
Bachelor of Science in a STEM discipline
2-4 years’ data engineering experience is required
Proficient in Python (with knowledge of OOP) and SQL (query optimization).
Experience with testing and general DevOps practices for data pipelines
The ability to design, implement and deliver maintainable and high-quality code using best practices (e.g. git/github, secrets, configurations, yaml/json)
Knowledge of data structures (DataFrames, RDDs, Dataclasses) and data formats (CSV, JSON, Parquet, Avro, ORC)
Knowledge of software design patterns, and building highly scalable solutions preferred


Why You'll Love It Here
A competitive salary and company benefits
75% discount on HelloFresh and Chefs Plate boxes
Partial top-up for parental leaves
We trust and support you - take ownership of your work and push your ideas from inception to execution
We want to see you grow - we support your career progression and provide learning and development opportunities
We take our work seriously, but we don't take ourselves too seriously. You’ll work with fun, energetic, and supportive teams.
We’ve kept up the work-hard, play-hard energy virtually. From team socials to HQ Wellness Wednesdays to holiday and milestone celebrations, you’ll have plenty of opportunity to connect socially with teammates across the company.


When We Return To The Office

To ensure the health and safety of our employees during COVID-19, our HQ employees are currently working remotely! When we return to the office, you’ll love:
Our bright and functional space located in the heart of downtown Toronto
Our test kitchen, where our recipes are tested on-site, so there are delicious meals constantly flowing!
Our newly renovated employee lounge decked out with a movie projector, comfy couches, board games, a ping pong table, and local craft beer on tap!
Our gorgeous rooftop patio, with a perfect view of the CN Tower while you enjoy lunch outdoors!
Our fully stocked kitchen with fresh fruit, healthy and not-so-healthy snacks, sparkling water, cold brew coffees, and more. (Are you seeing a pattern yet? Hint: We love food!).

You are welcome at our table.

At HelloFresh, we are committed to building and nurturing an inclusive community for our employees. We value diverse skills and experience, and strongly encourage applications from our Black, Indigenous, and People of Colour (BIPOC) community, as well as people with disabilities, people from gender and sexually diverse communities, and/or people with intersectional identities.

HelloFresh is an equal opportunity employer and is committed to providing an accessible recruitment process. Upon request, we will provide accommodation for candidates at any stage."
Junior Azure Data Engineer,HCL Technologies,"Vancouver, BC",Full-time,Entry level,Information Technology & Services,Information Technology,"Posted by
TJ (Trilochan Joshi)
Hiring React Developer & NodeJS Developer @ Canada
Send InMail
Role : Junior Data Engineer
Location : Vancouver, BC
Job Description:
Should have 1+ years of experince on Data Analyzing, Data Mining and reporting
Should have string SQL Knowledge
Should have knowledge on Azure Data Factory, Azure Data Lake etc
Should have knowledge of PowerBI
Should have strong problem solving attitude
"
KYC Data Analyst,Finance Professionals Inc.,"Toronto, ON",Contract,Associate,Staffing & Recruiting Banking Financial Services,Analyst Finance Accounting/Auditing,"Our client, a leading Financial Institution in Toronto, is looking for a Banking professional to join their Client Onboarding team. You will use your strong SQL skills to build new and adjust existing queries to extract and analyse data requested from Stakeholders across various lines of business.

Responsibilities:
Identify, analyze and interpret trends in complex data sets that pertain to client and regulatory data
Develop regular MIS (Management Information System) and ad hoc reporting capability from customer and regulatory onboarding data contained in source system
Design, analyze, and prepare reports on a daily basis to support regulatory and operational reporting activities globally
Work with management to prioritize business and information needs
Locate and define new process improvement opportunities that pertain to data management

Requirements:
Advanced SQL and Excel experience
Strong communication skills and the ability to work directly with stakeholders in various lines of business. A big component of the role is talking directly with stakeholders and being able to translate data
Preferably 2 years related experience, ideally from a banking background

Those candidates legally eligible to work in Canada, need apply. Please apply with resume in Word format. 
For additional opportunities, please visit: https://www.fpinc.ca/opportunities/

*Please note: due to a high volume of applicants, only those chosen who best match the skills and experience will be contacted."
Senior Data Analyst,O2E Brands,,Full-time,Associate,Marketing & Advertising Computer Software Internet,Information Technology,"Who We Are

We’ve taken the “ordinary” world of home services and made it memorable by bringing exceptional customer service into the mix. With our three uniquely branded home services franchises - 1-800-GOT-JUNK?, WOW 1 DAY PAINTING, and Shack Shine - we make the ordinary businesses of junk removal, painting, and house detailing exceptional by being leaders in customer experience and innovation. It’s all in our name O2E = Ordinary 2 Exceptional!

Since we’re in the business of being exceptional, that means we’re always looking for exceptional people to join our team. Could you be one of them?

This is where you come in

O2E Brands is looking for a Senior Data Analyst to join our growing team! As part of the Business Intelligence department, you will provide reporting, analysis, and insights to improve business decision making across the organization. You will be a driving force for data-driven decisions and inform the business on strategic decisions based on your analysis and reporting.

What People Say About You

I love analyzing numbers and data to uncover opportunities to drive the business forward. I have a unique ability to interpret complicated data and turn it into clear, concise, and meaningful dashboards for different audiences. I have a clear vision of the big picture but am also able to dive into details. I am a great listener and I also ask smart questions to get to the root of the problem and to find ways to grow the business. I'm passionate about coaching others in data visualization best practices and building a culture of data driven decision making. I have a relentless attention to detail and pride myself on providing cohesive user experiences for data consumers
Work with all areas of the business including marketing, finance, sales, and operations to organize, analyze and report on data
Design, develop, maintain and optimize reports and dashboards
Provide fact-based data-driven insights and analysis to formulate meaningful conclusions and recommendations
Create ad hoc reports measuring the performance of strategic initiatives
Identify trends in the data, and proactively communicate them in a concise manner
Proactively identify additional key performance indicators to measure and support new business initiatives.
Develop and maintain forecast models
Engaging and supporting a group of embedded data analysts throughout the organization
Preparing content and facilitating meetings for our Tableau Analyst Group
Experience manipulating and analyzing large amounts of data
Effective communicator, presenter, and facilitator with strong business acumen
Demonstrated ability to analyze and synthesize data and to formulate actionable insights
Demonstrated ability to work with all levels of the organization
Comfortable coding in R, Python and SQL
Expert data visualization skills with Tableau
Proven experience with enterprise data warehouses (Redshift), BI tools, project methodology,
Experience with Salesforce, particularly reporting and dashboards is a big plus
Take a Sneak Peek Into Why That Is, Here

Did you know O2E Brands has been voted one of the Best Workplaces in Canada 12 times..

Check us out on social!

At O2E Brands we know that great talent comes in many forms and we want to meet you at your best. We will provide reasonable accommodations to applicants with disabilities at any time throughout the recruitment and selection process. Please reach out to our Talent Acquisition Team at talentacquisition@o2ebrands.com or notify the Talent Acquisition team member you are working with if unique arrangements will enable your equal participation.
"
"Technical Business Analyst (Remote, Canada)",Collective[i],Canada,Full-time,Associate,Information Technology & Services Computer Software Internet,Business Development Sales,"Collective[i] is a pioneer in digital sales transformation. Collective[i] provides companies with critical intelligence that is essential for sales teams to compete and succeed in the modern age. Our mission is to end economic uncertainty and enable companies around the world to predict, manage and grow their revenue.

Collective[i] is on the hunt for a BI or Technical Business Analyst who will play a key role in supporting client implementations and account management. This is a North America based remote position. You will be part of a small, but growing, collaborative client success team. You will use your analytical and critical thinking skills to curate and analyse data from a variety of sources to produce content and insights that illustrate the positive impact Collective[i] delivers to clients.

You are a self-driven problem solver, with strong, proven skills in data analytics, visualization and presentation building. You may have previously held a Technical Business Analyst or BI Analyst position in Sales Operations or an agile project delivery team. You have the skills and curiosity to thrive at finding patterns, correlations, causations, anomalies and translate into meaningful business insights. You then incorporate those insights into great looking, compelling presentations that highlight business impact, value and strategy.

You are execution focused and have a reputation for delivering work on-time with a high degree of focus on accuracy and repeatability. What’s more...you are a good soul, passionate about succeeding and love being in the trenches with your fellow teammates in a fast paced agile work environment.

What you will do
Work collaboratively with Implementation, Client Success Management, and Client Success Data Engineering to strategize on project goals and define requirements
Design and produce internal and client facing analytical BI content and presentations featuring key business insights and data visualizations
Curate, validate and analyze data sets from multiple sources including CRM, Google Analytics and Collective[i]’s proprietary data warehouse using repeatable, scalable methods
Collaborate and create professional, high quality slides and infographics using data visualization and BI content
Provide insights to engineering and product teams to influence product strategy and roadmap
Support the client onboarding process by collaborating with QA resources to resolve issues and drive quality
Being a fully remote position, you are comfortable with collaboration via digital tools like chat and video-conferencing while maintaining self motivation and accountability
What tools are in your tool kit
2-5+ years as a BI analyst or technical business analyst
Proficient at database queries, synthesizing data and multidimensional data analysis using tools such as Python, R or equivalent.
Experience with enterprise BI/reporting platforms such as Looker, Tableau, PowerBI, MicroStrategy is a plus
Excellent communication skills. You can write succinct, impactful summarizations for sales executives and C-suite
Experience working with or functional knowledge of CRM systems like Salesforce.com or Microsoft Dynamics is referred
Experience working with B2B sales organizations in some capacity is a plus
Strong organization and time management skills
Experience working on agile projects and collaborative teams
Functional knowledge of AI & ML is a bonus
What makes you - you
Love great tech and data - intrigued with AI/ML
Self-motivated, take charge as a driver for change - best idea on the table wins
Big picture thinker - don’t solve for one solve for many
Results oriented - metrics matter
Hands on and team oriented
Value integrity and trust
Drive to succeed with the team (Knights of the round table)
Nimble and adaptable, roll with the punches, ability to fail fast and pivot
Good human - you play for the team and check your ego at the door
More about Collective[i]:

Collective[i] is passionate about using ML, RPA and other AI technologies along with a network to automate the myriad of tasks that distract sales professionals from selling and provide timely intelligence that helps to grow revenue. Our revenue optimization engine is one of the most transformative technologies to hit the enterprise since CRM. Founded and managed by the early teams behind LinkShare (purchased for $425m) and Overstock (NASDAQ:OSTK), Collective[i] is headquartered in NYC with offices in Silicon Valley and Montreal, Canada.

Recent Press

Wall Street Journal, Here’s What’s New in Enterprise Tech

Wall Street Journal, Smart Sales Tools Seek Better Data

Wall Street Journal, The Morning Download: Artificial Intelligence Transforms the Sales Process

Wall Street Journal, New Fund Firm Cuts Pay If Managers Don’t Beat the Market

Information About The Founders

Tad Martin

Stephen Messer

Heidi Messer
"
Associate Marketing Data Analyst,Labelium,"Montreal, QC",Full-time,Associate,Marketing & Advertising,Marketing Advertising,"WHO WE ARE
Labelium is a Digital Performance Agency driving business growth through data-driven strategies in more than 16 countries. Since 2001, our 300 skilled team members have been supporting hundreds of local and international companies to develop and/or secure a leading position in their markets. Our clients trust us to design and implement innovative, performance-driven and cost-efficient digital strategies, and ensure winning e-commerce and e-retail programs. Labelium’s clients agree that our forward-looking, collaborative and strategic approach sets us apart from other agencies. Amongst Labelium's 400+ clients, we count leading companies such as LVMH, L’Oréal, Carrefour, David’s Tea, Löle, Christie’s, Rudsak, ba&sh, Dior, Warner Bros, RailEurope, Club Med.

WHO YOU ARE
You have a keen interest in learning and working on diverse new projects and enjoy problem solving with the help of technology. 
The Associate Data Analyst will be a key member of the dynamic Data Marketing Team at Labelium, supporting Labelium’s clients and the media team. The ideal candidate has a passion for data, reporting, analytics, and tracking associated with digital marketing.

ROLE AND RESPONSIBILITIES
Client & Project Management
Be the main point of contact for external clients on a range of analytics, dashboarding, and data projects
Handle requests from the media team through a ticket system, staying on top of multiple fast paced projects, including those involving experts (client’s side, contractors, Labelium global experts)
Data Collection & Analytics
Audit and setup of Tag Management Systems (mostly Google Tag Manager) to support clients’ needs, including implementation of data architecture (pushing data in the dataLayer, building JavaScript queries, etc.)
Implementation of tagging plans while providing business recommendations for clients (Google Analytics, Google Ads, Facebook tags)
Run data maintenance to ensure data accuracy and consistency
Data Visualization & Reporting
Creation and maintenance of reports and dashboards to ensure media performance 
Conception of internal reports and trackers to support the Labelium media team
Data Consulting Projects
Build custom data pipelines for reporting, including custom APIs and data processing
Setup reporting back-ends combining data from multiple sources and platforms
Attribution projects, sentiment analysis, geo-testing

EDUCATION AND EXPERIENCE
Bachelor’s Degree 
1-2 years’ experience in data & analytics / digital marketing
Experience with Data Studio
Experience working with digital marketing platforms and analytics tools such as Google Analytics
Experience with Python, R, or SQL 
Knowledge of statistical methods and A/B testing (using R or Python packages)
Experience with one or more tag management tools such as Google Tag Manager, Adobe Dynamic Tag Manager, TagCommander, Tealium or other equivalents
Strong user of Microsoft Excel and/or Google Sheets
Proficiency visualizing data and dashboarding with Tableau, Qlik or other equivalent tools
Bilingualism (French & English) is an asset
Google AdWords, Facebook Ads Manager, and Bing Ads knowledge is an asset
Knowledge of basic SEO is an asset
Knowledge of basic HTML and JavaScript is an asset

DESIRED ATTRIBUTES AND CORE VALUES
Positive attitude, energetic, team player
Experience in digital marketing
Strong attention to detail, reliable, highly organized, autonomous, resourceful
Strong problem solving and time management skills
Change agent & emotional intelligence
Inclusive and equity focused

WHY CHOOSE LABELIUM
Generous paid time off package
Group insurance coverage and virtual employee support services
Individualized & curated learning programs
Pro-bono opportunities (Philanthropy program)
Supportive and collaborative work environment
Dynamic entrepreneurial environment

Labelium has offices in Montreal and Toronto. We are fully remote while restrictions are in place and will consider candidates for all full time positions based out of either city. 

As an equal opportunity employer, we celebrate diversity and are committed to creating an inclusive environment for all employees."
